time,open,height,low,close
1996-2-8,523.741,524.651,521.131,521.861
1996-2-9,522.001,525.431,521.111,525.411
1996-2-12,523.571,524.061,523.571,523.851
1996-2-13,525.141,530.751,524.961,529.581
1996-2-14,530.091,534.181,528.711,529.251
1996-2-15,529.321,538.351,528.501,536.981
1996-2-16,537.131,553.831,537.131,552.941
1996-3-4,583.381,601.981,572.911,601.981
1996-3-5,600.461,606.51,582.731,587.06
1996-3-6,582.37,583.331,558.69,559.701
1996-3-7,558.12,569.331,558.04,569.331
1996-3-8,566.891,574.781,559.18,573.13
1996-3-11,574.19,575.471,565.531,568.12
1996-3-12,566.3,566.3,556.41,563.88
1996-3-13,562.771,566.13,561.031,563.201
1996-3-14,562.981,564.731,561.501,562.301
1996-3-15,561.441,563.501,557.541,562.391
1996-3-18,561.811,568.021,561.091,567.871
1996-3-19,568.141,571.131,565.341,566.551
1996-3-20,566.281,570.481,566.241,569.671
1996-3-21,570.221,574.01,569.311,569.76
1996-3-22,569.51,571.331,566.521,570.18
1996-3-25,570.771,572.75,569.37,570.24
1996-3-26,570.25,570.74,562.97,563.521
1996-3-27,562.731,562.981,557.321,562.351
1996-3-28,562.311,562.441,553.891,554.041
1996-3-29,553.801,557.351,549.711,556.391
1996-4-1,566.211,573.951,561.951,566.191
1996-4-2,564.941,564.991,556.911,557.211
1996-4-3,557.561,562.281,556.231,560.981
1996-4-4,561.191,564.471,559.821,563.191
1996-4-5,563.671,584.181,563.671,582.531
1996-4-8,583.63,587.6,578.32,581.38
1996-4-9,580.63,580.94,576.61,578.07
1996-4-10,578.37,582.3,577.73,579.82
1996-4-11,579.51,583.38,576.99,583.38
1996-4-12,584.38,593.661,584.38,586.951
1996-4-15,585.951,587.92,583.32,584.67
1996-4-16,584.27,591.42,584.22,590.85
1996-4-17,594.15,597.77,591.89,593.38
1996-4-18,592.81,600.28,589.8,600.28
1996-4-19,602.15,618.27,602.15,618.12
1996-4-22,624.93,627.65,613.94,613.97
1996-4-23,611.37,623.77,609.89,623.77
1996-4-24,633.8,664.65,633.8,664.65
1996-4-25,674.47,686.56,650.82,652.67
1996-4-26,660.14,714.69,660.14,707.6
1996-4-29,719.2,739.1,710.19,738.61
1996-4-30,728.38,737.58,679.44,681.15
1996-5-2,715.98,721.57,652.62,654.42
1996-5-3,653.68,660.27,644.86,650.03
1996-5-6,648.23,672.76,648.23,671.27
1996-5-7,677.44,682.57,660.03,661.16
1996-5-8,659.7,666.86,653.1,661.26
1996-5-9,659.39,669.72,654.83,656.9
1996-5-10,656.32,661.46,648.03,661.46
1996-5-13,665.49,672.75,661.32,666.1
1996-5-14,668.58,672.32,663.45,665.41
1996-5-15,665.75,682.05,665.49,682.05
1996-5-16,687.51,698.05,682.58,683.07
1996-5-17,685.2,711.93,682.44,711.93
1996-5-20,719.19,724.97,699.65,703.08
1996-5-21,701.95,706.97,661.47,661.85
1996-5-22,658.14,672.59,657.51,668.62
1996-5-23,668.69,670.14,641.93,642.67
1996-5-24,638.75,644.77,630.52,639.8
1996-5-27,636.3,641.35,635.05,637.95
1996-5-28,641.37,647,637.95,646.91
1996-5-29,648.54,652.25,646.84,650.55
1996-5-30,650.61,650.79,634.1,636.36
1996-5-31,633.91,653.07,632.25,643.65
1996-6-3,643.95,652.49,636.49,641.09
1996-6-4,642.06,656.54,641.09,651.51
1996-6-5,654.78,696.97,654.07,696.97
1996-6-6,703.03,715.18,691.75,702.63
1996-6-7,720.43,739.13,702.64,727.34
1996-6-10,740.1,764.38,737.26,764.38
1996-6-11,765.32,765.32,742.52,752.26
1996-6-12,761.38,773.87,751.47,755.77
1996-6-13,758.22,769.11,745.69,768.68
1996-6-14,781.98,790.25,772.49,777.27
1996-6-17,779.71,779.79,750.55,751.99
1996-6-18,749.29,793.56,748.66,793.56
1996-6-19,801.09,813.87,787.48,796.91
1996-6-20,788.92,802.48,784.17,793.58
1996-6-21,804.28,805.97,793.54,796.1
1996-6-24,797.95,798.69,789.26,793.33
1996-6-25,764.69,788.59,762.52,780.65
1996-6-26,782.92,801.85,782.15,801.46
1996-6-27,811.5,819.68,801.36,806.46
1996-6-28,809.6,811.69,798.34,804.25
1996-7-1,800.9,804.21,755.53,761.11
1996-7-2,758.46,765.78,753.75,759.71
1996-7-3,767.1,786.13,759.7,786.13
1996-7-4,790.271,794.851,774.07,785.421
1996-7-5,788.101,797.151,783.861,785.371
1996-7-8,794.12,807.89,790.09,807.33
1996-7-9,815.02,822.5,807.43,817.61
1996-7-10,821.09,825.39,809.35,820.04
1996-7-11,822.17,822.38,790.56,792.06
1996-7-12,784.26,796.41,778.87,796.41
1996-7-15,794.88,796.25,780.15,789.15
1996-7-16,796.75,823.77,793.69,823.08
1996-7-17,830.64,841.4,808.49,808.99
1996-7-18,808.09,819.55,808.09,818.04
1996-7-19,824,857.07,820.66,856.92
1996-7-22,871.47,887.06,870.21,884.93
1996-7-23,888.91,889.41,864.5,871.47
1996-7-24,874.97,894.72,874.97,887.59
1996-7-25,887.25,894.21,867.09,868.15
1996-7-26,868.27,872.26,840.2,845.12
1996-7-29,846.18,855.49,837.19,855.42
1996-7-30,861.72,865.5,834.87,836.93
1996-7-31,836.67,841.71,820.85,822.47
1996-8-1,823.17,843.01,814.88,835.1
1996-8-2,842.39,850.58,828.66,838.87
1996-8-5,846.03,853.19,838.59,853.19
1996-8-6,854.77,862.43,848.35,862.22
1996-8-7,865.49,873.02,862.61,867.26
1996-8-8,871.02,877.91,869.54,875.99
1996-8-9,875.18,880.3,857.73,871.6
1996-8-12,880.13,894.85,880.13,886.04
1996-8-13,885.89,887.35,872.39,874.8
1996-8-14,875.78,879.08,868.73,871.64
1996-8-15,872.83,878.57,864.76,865.82
1996-8-16,862.68,862.88,838.41,853.87
1996-8-19,852.33,852.35,834.54,835.61
1996-8-20,834.73,837.57,820.76,822.44
1996-8-21,825.69,842.68,825.6,833.6
1996-8-22,838.19,842.45,816.04,816.42
1996-8-23,824.88,824.88,786.44,803.69
1996-8-26,789.14,800.53,770.85,773.06
1996-8-27,769.78,787.48,766.7,787.46
1996-8-28,790.71,806.35,789.06,796.83
1996-8-29,797.31,797.97,783.95,788.73
1996-8-30,791.39,809.96,791.39,809.93
1996-9-2,812.94,813.56,803.12,804.77
1996-9-3,805.53,818.87,799.01,800.22
1996-9-4,797.89,813.46,795.07,812.01
1996-9-5,817.37,838.66,812.93,814.38
1996-9-6,813.59,818.35,796.17,801.23
1996-9-9,798.59,799.97,791.62,793.58
1996-9-10,793.21,793.21,763.14,764.44
1996-9-11,762.8,773.59,754.58,769.24
1996-9-12,780.32,784.18,754.1,757.08
1996-9-13,756.39,779.06,752.68,779.06
1996-9-16,779.85,784.47,771.8,778.29
1996-9-17,777.72,785.11,774.14,776.47
1996-9-18,781.33,782.72,757.94,760.75
1996-9-19,756.11,769.13,754.28,769.09
1996-9-20,772.28,805.53,770.04,805.53
1996-9-23,812.94,852.03,812.3,851.98
1996-9-24,857.41,865.49,845.39,849.92
1996-9-25,855.34,858.6,830.25,835.18
1996-9-26,837.68,857.44,837.68,854.66
1996-9-27,861.62,875.52,855.75,875.52
1996-10-3,887.85,891.7,864.67,865.48
1996-10-4,864.19,869.65,855.78,863.45
1996-10-7,866.07,869.87,852.83,864.66
1996-10-8,869.07,882.08,865.42,877.6
1996-10-9,882.18,883.62,865.56,874.01
1996-10-10,878.05,904.13,877.33,904.09
1996-10-11,909.06,912,898.71,909.89
1996-10-14,919.7,943.55,919.7,940.78
1996-10-15,943.8,944.93,925.66,937.29
1996-10-16,944.34,953.4,921.14,933.88
1996-10-17,931.11,952.45,928.08,952.32
1996-10-18,960.55,968.21,937.77,939.93
1996-10-21,943.02,964.43,943.02,964.39
1996-10-22,952.93,978.97,943.02,976.47
1996-10-23,989.32,1011.13,986.72,1010.83
1996-10-24,1017.45,1020.97,1004.36,1007.91
1996-10-25,1006.3,1016.9,994.82,1012.67
1996-10-28,1001.22,1026.84,1000.07,1022.86
1996-10-29,1032.61,1038.81,1013.49,1017.51
1996-10-30,1017.06,1022.02,955.23,958.93
1996-10-31,972.16,983.22,949.59,976.71
1996-11-1,935.17,962.11,906.96,930.79
1996-11-4,930.99,947.87,929.73,945.11
1996-11-5,947.44,950.36,922.66,928.02
1996-11-6,925.75,928.46,896.87,915.05
1996-11-7,919.95,931.6,915.62,928.14
1996-11-8,927.24,927.38,911.91,919.67
1996-11-11,923.36,933.96,922.19,933.96
1996-11-12,937.69,949.24,928.97,943
1996-11-13,945.97,951.09,932.93,940.52
1996-11-14,944.46,957.6,943.6,953.19
1996-11-15,951.51,958.609,943.799,950.82
1996-11-18,952.72,1004.94,948.81,1004.68
1996-11-19,1019.61,1047.39,1008.23,1015.95
1996-11-20,1010.81,1018.89,992.26,1014.92
1996-11-21,1018.05,1025.57,937.84,940.77
1996-11-22,928.51,952.02,919.6,951.83
1996-11-25,948.58,976.549,938.799,976.549
1996-11-26,981.459,985.129,957.799,967.579
1996-11-27,966.929,987.179,960.449,980.379
1996-11-28,983.009,1002.539,978.499,992.629
1996-11-29,997.849,1037.149,997.829,1032.939
1996-12-2,1056.669,1134.899,1056.669,1134.519
1996-12-3,1157.079,1177.669,1118.829,1122.979
1996-12-4,1117.03,1170.599,1115.26,1169.92
1996-12-5,1199.38,1215.25,1180.199,1212.079
1996-12-6,1207.299,1220.299,1194.759,1212.879
1996-12-9,1227.469,1250.559,1227.469,1247.649
1996-12-10,1244.109,1244.109,1202.269,1230.249
1996-12-11,1225.379,1258.679,1220.399,1244.899
1996-12-12,1248.129,1254.289,1167.969,1177.129
1996-12-13,1164.339,1175.439,1108.289,1110.029
1996-12-16,1004.999,1005.119,999.629,1000.019
1996-12-17,907.649,943.369,903.849,905.569
1996-12-18,872.349,975.959,869.019,972.729
1996-12-19,971.139,983.239,893.459,902.419
1996-12-20,881.079,898.919,864.249,885.229
1996-12-23,900.319,911.579,890.829,902.009
1996-12-24,907.629,911.119,864.139,865.569
1996-12-25,870.439,897.439,855.839,895.169
1996-12-26,904.019,924.329,890.399,924.229
1996-12-27,925.799,927.089,903.819,922.339
1996-12-30,929.719,938.539,923.939,934.209
1996-12-31,935.899,935.969,912.969,917.009
1997-1-2,914.059,920.189,909.459,919.429
1997-1-3,921.099,922.389,896.989,899.609
1997-1-6,890.979,892.019,875.879,876.489
1997-1-7,872.799,902.999,871.779,898.169
1997-1-8,899.829,902.519,887.219,896.399
1997-1-9,897.989,914.329,897.939,906.969
1997-1-10,908.549,918.499,906.539,918.399
1997-1-13,923.539,931.439,922.729,929.519
1997-1-14,929.549,929.589,903.619,907.849
1997-1-15,905.469,919.409,905.049,916.709
1997-1-16,917.479,922.099,908.249,914.999
1997-1-17,916.099,921.139,912.649,919.849
1997-1-20,922.459,933.359,922.059,933.279
1997-1-21,937.039,939.009,926.089,929.109
1997-1-22,929.349,942.719,928.999,942.429
1997-1-23,945.589,947.539,940.489,945.799
1997-1-24,945.519,954.299,934.639,953.909
1997-1-27,957.239,959.859,952.399,959.049
1997-1-28,957.869,957.879,947.909,956.309
1997-1-29,955.949,964.009,955.089,962.099
1997-1-30,960.489,962.969,955.459,960.169
1997-1-31,960.249,967.889,960.069,964.739
1997-2-17,969.529,985.199,959.739,982.399
1997-2-18,980.479,999.219,893.739,894.839
1997-2-19,911.569,962.689,911.569,962.689
1997-2-20,870.179,971.509,870.179,965.079
1997-2-21,967.669,1017.309,967.489,1017.129
1997-2-24,1028.349,1032.699,1004.609,1009.559
1997-2-25,1009.049,1028.329,1009.029,1017.949
1997-2-26,1019.859,1031.509,1015.379,1031.509
1997-2-27,1035.309,1038.479,1020.339,1025.299
1997-2-28,1023.359,1040.169,1010.259,1040.019
1997-3-3,1044.609,1063.039,1043.919,1063.039
1997-3-4,1063.279,1070.209,1048.429,1068.159
1997-3-5,1067.579,1072.459,1052.069,1052.069
1997-3-6,1045.88,1078.459,1044.229,1078.219
1997-3-7,1083,1086.63,1070.849,1077.719
1997-3-10,1085.909,1100.509,1085.879,1099.669
1997-3-11,1103.429,1109.949,1092.719,1109.729
1997-3-12,1112.709,1126.419,1109.469,1126.159
1997-3-13,1128.699,1131.729,1108.88,1117.279
1997-3-14,1114.739,1125.809,1092.699,1125.799
1997-3-17,1138.269,1159.529,1138.269,1158.469
1997-3-18,1164.959,1177.019,1148.069,1162.629
1997-3-19,1167.039,1170.389,1156.179,1161.259
1997-3-20,1162.249,1168.489,1119.669,1120.709
1997-3-21,1116.719,1167.199,1116.579,1167.159
1997-3-24,1186.949,1196.639,1181.329,1191.729
1997-3-25,1198.149,1201.619,1180.869,1197.839
1997-3-26,1204.209,1215.469,1201.159,1215.299
1997-3-27,1220.549,1228.229,1202.759,1214.249
1997-3-28,1213.809,1219.029,1199.529,1202.659
1997-3-31,1210.009,1234.949,1209.999,1234.609
1997-4-1,1243.869,1246.309,1234.239,1241.019
1997-4-2,1246.399,1249.569,1232.309,1233.839
1997-4-3,1233.809,1246.169,1222.549,1246.029
1997-4-4,1258.069,1269.729,1251.589,1260.959
1997-4-7,1259.579,1276.569,1252.749,1276.399
1997-4-8,1277.049,1278.289,1246.719,1247.259
1997-4-9,1251.569,1286.899,1251.559,1286.839
1997-4-10,1293.249,1299.739,1279.489,1281.889
1997-4-11,1279.339,1283.559,1250.999,1278.519
1997-4-14,1293.969,1325.659,1293.969,1316.919
1997-4-15,1318.569,1326.379,1298.179,1324.949
1997-4-16,1334.299,1338.419,1318.149,1327.779
1997-4-17,1323.409,1331.169,1319.749,1323.359
1997-4-18,1325.219,1338.849,1305.949,1338.029
1997-4-21,1355.549,1365.209,1350.789,1362.069
1997-4-22,1362.979,1368.879,1354.449,1365.489
1997-4-23,1370.039,1380.349,1368.639,1378.839
1997-4-24,1370.169,1386.509,1356.519,1380.279
1997-4-25,1382.919,1386.259,1363.979,1364.969
1997-4-28,1372.259,1381.559,1346.249,1351.989
1997-4-29,1353.989,1376.809,1335.749,1376.769
1997-4-30,1385.299,1396.479,1376.449,1393.739
1997-5-5,1398.139,1448.989,1398.039,1448.919
1997-5-6,1462.019,1483.499,1459.679,1482.989
1997-5-7,1495.209,1499.619,1464.859,1495.449
1997-5-8,1496.969,1504.249,1401.589,1405.179
1997-5-9,1412.889,1469.069,1394.419,1467.219
1997-5-12,1490.779,1510.169,1486.439,1500.389
1997-5-13,1501.239,1501.239,1436.199,1464.279
1997-5-14,1447.599,1447.669,1378.019,1379.219
1997-5-15,1371.189,1425.299,1360.219,1417.669
1997-5-16,1309.589,1394.199,1287.069,1315.919
1997-5-19,1330.779,1350.579,1316.129,1344.609
1997-5-20,1351.649,1386.359,1351.219,1381.109
1997-5-21,1386.839,1389.599,1340.289,1354.879
1997-5-22,1248.959,1300.969,1232.199,1235.219
1997-5-23,1238.689,1263.509,1225.789,1254.259
1997-5-26,1268.589,1275.289,1213.239,1251.549
1997-5-27,1258.379,1281.739,1253.249,1281.739
1997-5-28,1282.999,1288.729,1265.559,1270.349
1997-5-29,1267.509,1282.839,1262.569,1263.339
1997-5-30,1261.289,1285.389,1254.619,1285.179
1997-6-2,1302.819,1336.419,1302.159,1336.279
1997-6-3,1341.679,1344.639,1313.459,1338.749
1997-6-4,1345.369,1363.699,1344.589,1361.179
1997-6-5,1362.179,1369.509,1346.959,1360.229
1997-6-6,1271.309,1314.719,1254.269,1275.299
1997-6-9,1275.249,1282.749,1255.669,1274.919
1997-6-10,1278.989,1285.039,1239.849,1241.739
1997-6-11,1239.499,1243.999,1175.699,1220.389
1997-6-12,1224.469,1229.639,1211.789,1212.759
1997-6-13,1154.979,1244.229,1154.969,1243.969
1997-6-16,1255.759,1269.629,1255.759,1261.459
1997-6-17,1260.399,1263.889,1245.329,1245.929
1997-6-18,1252.009,1254.889,1230.299,1232.679
1997-6-19,1233.669,1250.629,1227.249,1230.739
1997-6-20,1243.989,1292.319,1243.989,1291.189
1997-6-23,1313.229,1322.979,1265.169,1283.489
1997-6-24,1287.179,1304.049,1283.719,1303.919
1997-6-25,1309.339,1311.199,1293.349,1297.589
1997-6-26,1295.109,1295.149,1280.839,1284.449
1997-6-27,1287.919,1291.969,1246.919,1250.269
1997-7-2,1255.899,1261.569,1147.329,1199.059
1997-7-3,1194.669,1194.669,1149.939,1150.619
1997-7-4,1138.919,1163.239,1124.769,1159.339
1997-7-7,1161.699,1163.439,1085.569,1096.809
1997-7-8,1092.789,1115.429,1066.039,1109.659
1997-7-9,1113.639,1122.669,1104.078,1120.839
1997-7-10,1121.249,1137.859,1115.208,1120.149
1997-7-11,1116.409,1155.049,1114.389,1154.909
1997-7-14,1163.289,1185.769,1158.439,1185.719
1997-7-15,1189.469,1201.209,1180.189,1200.109
1997-7-16,1201.589,1204.849,1184.439,1190.819
1997-7-17,1188.259,1203.499,1180.929,1197.219
1997-7-18,1199.389,1210.439,1191.279,1209.849
1997-7-21,1215.828,1218.479,1188.869,1193.518
1997-7-22,1189.108,1208.258,1163.458,1208.238
1997-7-23,1219.048,1223.818,1194.698,1198.859
1997-7-24,1194.698,1200.298,1172.359,1174.208
1997-7-25,1166.558,1177.648,1158.128,1170.859
1997-7-28,1167.808,1167.878,1138.469,1141.768
1997-7-29,1137.308,1161.188,1133.168,1153.219
1997-7-30,1157.089,1179.469,1156.999,1179.418
1997-7-31,1184.928,1192.198,1179.708,1189.758
1997-8-1,1191.648,1194.028,1182.218,1192.818
1997-8-4,1196.249,1201.919,1188.669,1200.328
1997-8-5,1203.349,1207.219,1193.688,1196.269
1997-8-6,1196.029,1197.439,1170.259,1171.939
1997-8-7,1167.919,1199.239,1161.629,1199.239
1997-8-8,1205.948,1216.558,1201.349,1206.048
1997-8-11,1206.448,1206.749,1182.438,1184.078
1997-8-12,1177.259,1183.429,1145.739,1146.799
1997-8-13,1139.239,1153.489,1118.198,1120.119
1997-8-14,1120.469,1168.328,1120.239,1168.109
1997-8-15,1174.178,1174.878,1133.888,1143.058
1997-8-18,1139.599,1139.599,1116.139,1134.629
1997-8-19,1134.609,1143.198,1128.099,1132.899
1997-8-20,1135.049,1144.639,1133.739,1144.629
1997-8-21,1148.379,1165.208,1147.809,1164.539
1997-8-22,1159.379,1174.479,1156.818,1171.828
1997-8-25,1175.438,1184.328,1175.378,1184.089
1997-8-26,1186.058,1194.128,1181.239,1194.038
1997-8-27,1195.418,1199.469,1188.328,1198.508
1997-8-28,1201.048,1216.068,1194.668,1213.888
1997-8-29,1214.308,1223.068,1209.469,1221.058
1997-9-1,1224.168,1230.058,1219.099,1229.858
1997-9-2,1228.468,1232.688,1215.918,1226.298
1997-9-3,1223.618,1243.318,1223.458,1240.818
1997-9-4,1245.768,1253.148,1245.638,1251.288
1997-9-5,1250.598,1253.348,1241.208,1251.548
1997-9-8,1253.138,1257.538,1245.738,1255.218
1997-9-9,1255.178,1257.918,1230.438,1231.018
1997-9-10,1230.418,1256.038,1227.638,1256.038
1997-9-11,1260.508,1264.478,1236.108,1242.708
1997-9-12,1240.488,1247.898,1207.828,1208.688
1997-9-15,1205.898,1211.678,1175.938,1179.278
1997-9-16,1182.748,1193.838,1181.158,1187.218
1997-9-17,1188.878,1191.288,1162.238,1167.548
1997-9-18,1169.668,1181.738,1164.638,1172.358
1997-9-19,1174.758,1185.088,1168.858,1184.518
1997-9-22,1184.488,1185.098,1102.608,1103.968
1997-9-23,1096.178,1105.278,1025.128,1041.958
1997-9-24,1064.658,1110.098,1064.658,1110.008
1997-9-25,1118.358,1130.118,1106.238,1117.008
1997-9-26,1118.688,1118.938,1094.418,1109.628
1997-9-29,1106.338,1106.338,1079.338,1084.068
1997-9-30,1083.408,1100.378,1083.228,1097.378
1997-10-6,1100.698,1105.408,1091.148,1098.898
1997-10-7,1098.288,1102.708,1087.008,1102.568
1997-10-8,1122.958,1140.928,1116.708,1134.858
1997-10-9,1134.588,1138.648,1120.078,1122.458
1997-10-10,1121.328,1131.568,1120.508,1130.778
1997-10-13,1136.418,1138.398,1117.378,1119.808
1997-10-14,1116.288,1118.018,1105.698,1117.918
1997-10-15,1119.098,1129.648,1116.418,1125.778
1997-10-16,1131.398,1151.388,1131.388,1150.298
1997-10-17,1155.418,1180.208,1153.888,1176.478
1997-10-20,1183.738,1191.038,1173.548,1187.358
1997-10-21,1190.488,1192.338,1179.568,1191.868
1997-10-22,1193.698,1203.008,1168.448,1177.518
1997-10-23,1178.978,1186.058,1170.228,1173.358
1997-10-24,1172.878,1179.798,1164.058,1178.298
1997-10-27,1183.638,1235.938,1183.638,1235.818
1997-10-28,1239.578,1241.828,1172.888,1177.918
1997-10-29,1168.218,1188.788,1162.978,1184.078
1997-10-30,1189.258,1207.968,1173.638,1174.838
1997-10-31,1164.908,1181.498,1158.728,1180.388
1997-11-3,1181.158,1185.058,1176.538,1180.848
1997-11-4,1180.858,1190.468,1180.858,1184.698
1997-11-5,1186.088,1194.668,1179.348,1194.028
1997-11-6,1198.648,1203.078,1179.578,1181.118
1997-11-7,1181.768,1195.738,1177.628,1195.138
1997-11-10,1199.358,1202.568,1178.628,1185.778
1997-11-11,1183.408,1187.738,1168.478,1186.628
1997-11-12,1190.008,1193.528,1171.558,1174.178
1997-11-13,1169.698,1185.278,1157.288,1185.018
1997-11-14,1187.348,1208.838,1181.677,1197.828
1997-11-17,1210.667,1213.218,1190.427,1191.328
1997-11-18,1190.258,1193.308,1182.598,1183.338
1997-11-19,1185.098,1191.958,1175.778,1181.618
1997-11-20,1182.728,1189.488,1169.088,1172.417
1997-11-21,1168.958,1169.098,1151.998,1158.547
1997-11-24,1150.407,1150.557,1122.927,1124.938
1997-11-25,1120.858,1131.118,1114.128,1125.518
1997-11-26,1126.588,1143.807,1124.468,1143.807
1997-11-27,1141.767,1141.967,1120.507,1122.507
1997-11-28,1117.557,1139.637,1114.427,1139.618
1997-12-1,1137.578,1139.287,1130.438,1133.078
1997-12-2,1133.588,1139.598,1128.498,1130.157
1997-12-3,1129.767,1130.307,1121.587,1122.537
1997-12-4,1121.797,1137.007,1119.198,1135.867
1997-12-5,1139.467,1144.217,1134.927,1136.197
1997-12-8,1140.537,1143.077,1136.567,1139.357
1997-12-9,1139.797,1148.167,1137.307,1148.167
1997-12-10,1150.467,1158.977,1149.327,1157.837
1997-12-11,1159.047,1159.747,1145.537,1159.157
1997-12-12,1160.217,1165.807,1153.427,1153.837
1997-12-15,1155.717,1168.047,1155.597,1168.017
1997-12-16,1170.457,1174.797,1165.597,1174.797
1997-12-17,1169.637,1169.727,1145.887,1146.517
1997-12-18,1142.097,1159.107,1138.387,1154.157
1997-12-19,1154.697,1161.867,1151.137,1160.757
1997-12-22,1162.677,1169.017,1153.437,1168.997
1997-12-23,1171.897,1176.917,1165.047,1171.247
1997-12-24,1171.727,1173.537,1164.847,1169.657
1997-12-25,1170.557,1181.467,1169.987,1181.267
1997-12-26,1187.747,1194.227,1186.517,1191.907
1997-12-29,1196.287,1198.967,1185.647,1186.597
1997-12-30,1186.127,1193.617,1179.547,1181.137
1997-12-31,1182.247,1195.037,1182.237,1194.097
1998-1-5,1200.937,1220.487,1200.217,1220.467
1998-1-6,1223.727,1233.627,1215.397,1233.617
1998-1-7,1233.947,1244.087,1231.137,1244.067
1998-1-8,1243.117,1249.997,1235.877,1237.157
1998-1-9,1233.698,1244.988,1221.287,1239.897
1998-1-12,1242.208,1246.647,1226.388,1226.958
1998-1-13,1211.878,1211.878,1110.078,1167.638
1998-1-14,1170.338,1203.238,1170.318,1202.208
1998-1-15,1210.417,1217.857,1196.137,1215.427
1998-1-16,1215.818,1220.968,1207.907,1213.958
1998-1-19,1215.397,1216.977,1205.467,1213.117
1998-1-20,1211.267,1215.568,1195.377,1203.707
1998-1-21,1201.977,1209.677,1198.217,1200.197
1998-1-22,1200.517,1207.447,1194.377,1204.427
1998-1-23,1206.487,1224.117,1206.447,1222.907
1998-2-9,1257.987,1262.617,1244.417,1248.037
1998-2-10,1248.588,1248.588,1233.688,1236.508
1998-2-11,1234.178,1251.448,1233.528,1250.228
1998-2-12,1253.378,1254.408,1241.988,1246.288
1998-2-13,1246.728,1251.908,1241.818,1245.908
1998-2-16,1246.788,1247.958,1230.908,1236.228
1998-2-17,1234.828,1240.568,1228.108,1238.498
1998-2-18,1239.628,1240.168,1225.488,1229.828
1998-2-19,1229.798,1235.488,1223.928,1232.578
1998-2-20,1234.598,1237.908,1224.578,1226.018
1998-2-23,1217.848,1217.848,1195.878,1208.598
1998-2-24,1206.918,1216.348,1206.088,1208.208
1998-2-25,1208.518,1209.488,1191.748,1194.668
1998-2-26,1192.998,1206.668,1189.508,1206.668
1998-2-27,1209.438,1213.718,1202.858,1206.528
1998-3-2,1196.738,1205.738,1182.608,1188.298
1998-3-3,1186.518,1201.798,1185.298,1201.778
1998-3-4,1204.938,1213.998,1201.248,1213.248
1998-3-5,1217.848,1219.278,1206.368,1207.538
1998-3-6,1208.738,1208.968,1202.118,1206.448
1998-3-9,1207.948,1208.608,1197.558,1200.828
1998-3-10,1199.618,1205.828,1186.548,1199.828
1998-3-11,1201.258,1210.518,1187.438,1190.028
1998-3-12,1187.528,1188.278,1175.548,1178.968
1998-3-13,1177.808,1184.958,1175.998,1184.958
1998-3-16,1186.178,1188.608,1179.438,1188.478
1998-3-17,1193.658,1202.828,1193.228,1202.828
1998-3-18,1204.098,1204.738,1191.898,1193.898
1998-3-19,1192.388,1195.818,1184.868,1188.708
1998-3-20,1188.588,1192.318,1183.238,1187.498
1998-3-23,1186.558,1186.858,1178.038,1179.858
1998-3-24,1180.088,1194.048,1179.968,1194.008
1998-3-25,1207.608,1209.758,1188.848,1191.548
1998-3-26,1190.998,1193.808,1186.218,1188.858
1998-3-27,1189.398,1223.918,1188.848,1223.558
1998-3-30,1230.938,1249.438,1228.288,1249.428
1998-3-31,1251.338,1252.238,1238.638,1243.008
1998-4-1,1243.368,1255.008,1240.048,1254.958
1998-4-2,1259.59,1285.03,1259.58,1269.01
1998-4-3,1268.56,1286.1,1266.03,1286.08
1998-4-6,1291.61,1306.38,1286.43,1306.37
1998-4-7,1308.55,1310.28,1296.54,1303.14
1998-4-8,1303.4,1322.82,1302.41,1322.79
1998-4-9,1326.44,1328.78,1288.88,1297.22
1998-4-10,1294.61,1311.52,1293.58,1311.51
1998-4-13,1319.94,1326.29,1311.83,1318.38
1998-4-14,1318.27,1320.9,1304.37,1313.72
1998-4-15,1314.16,1324.7,1314.06,1324.7
1998-4-16,1324.03,1326.42,1312.56,1316.24
1998-4-17,1311.54,1311.73,1291.08,1298.1
1998-4-20,1292.16,1302.98,1286.58,1296
1998-4-21,1296.77,1307.85,1295.05,1304.7
1998-4-22,1307.83,1333.06,1307.83,1332.18
1998-4-23,1337.48,1340.25,1321.04,1324.55
1998-4-24,1324.45,1331.85,1313.6,1315.16
1998-4-27,1314.35,1318.79,1303.48,1310.37
1998-4-28,1315.34,1333.09,1315.32,1332.99
1998-4-29,1337.89,1341.58,1328.56,1332.49
1998-4-30,1336.01,1343.46,1335.54,1343.44
1998-5-4,1353.05,1355.51,1345.35,1352.92
1998-5-5,1355.04,1356.05,1346.59,1352.52
1998-5-6,1352.72,1355.65,1341.8,1348.41
1998-5-7,1348.88,1352.55,1326.65,1327.87
1998-5-8,1324.74,1357.6,1324.72,1357.59
1998-5-11,1367.24,1368.02,1351.59,1354.6
1998-5-12,1358.95,1360.06,1342.73,1349.64
1998-5-13,1351.18,1369.3,1351,1369.26
1998-5-14,1373.17,1376.29,1360.89,1367.12
1998-5-15,1373.42,1379.12,1361.84,1368.08
1998-5-18,1373.67,1376.38,1360.46,1368.18
1998-5-19,1370.67,1372.87,1355.53,1362.29
1998-5-20,1362.69,1365.1,1352.16,1357.43
1998-5-21,1356.95,1367.71,1350.26,1366.65
1998-5-22,1371.36,1379.89,1370.72,1375.81
